\fixlen = T
|set|TIME       |ndiv_PDCSAP_FLUX|
|int|double     |double          |
 8   904.5777101 0.998916444644   
 8   904.5981445 0.999247551767   
 8   904.6185791 0.998287974707   
 8   904.6390134 0.998520340574   
 8   904.6594478 0.999001232557   
 8   904.6798824 0.998902847254   
 8   904.7003167 0.99812509079    
 8   904.7207513 0.998083515525   
 8   904.7411856 0.998364718091   
 8   904.7616200 0.998111066257   
 8   904.7820546 0.998164886293   
 8   904.8024889 0.999151586942   
 8   904.8229234 0.998837138402   
 8   904.8433579 0.999267485113   
 8   904.8637922 0.998632536838   
 8   904.8842267 0.99782431083    
 8   904.9046612 0.998152855094   
 8   904.9250956 0.998475276973   
 8   904.9455300 0.99829516495    
 8   904.9659645 0.998435695042   
 8   904.9863989 0.997959501634   
 8   905.0068334 0.997996805468   
 8   905.0272679 0.998647273277   
 8   905.0477023 0.997532002543   
 8   905.0681367 0.998393550253   
 8   905.0885712 0.999013121374   
 8   905.1090056 0.999214804126   
 8   905.1294401 0.998767656451   
 8   905.1498745 0.998392909538   
 8   905.1703089 0.998200552745   
 8   905.1907435 0.998350907129   
 8   905.2111778 0.998139542466   
 8   905.2316123 0.998572594418   
 8   905.2520468 0.998367494521   
 8   905.2724811 0.998480616262   
 8   905.2929157 0.999198216734   
 8   905.3133501 0.998459615058   
 8   905.3337844 0.99897033587    
 8   905.3542190 0.998781467413   
 8   905.3746533 0.998720385944   
 8   905.3950877 0.998977312541   
 8   905.4155223 0.998766517403   
 8   905.4359566 0.998924489173   
 8   905.4563911 0.999346577784   
 8   905.4768256 0.999153224324   
 8   905.4972599 0.998642005178   
 8   905.5176944 0.998686997588   
 8   905.5381289 0.999015114709   
 8   905.5585633 0.999334617776   
 8   905.5789978 0.999907915058   
 8   905.5994322 0.998502329372   
 8   905.6198666 0.99885728532    
 8   905.6403011 0.999304219423   
 8   905.6607355 0.998781253841   
 8   905.6811699 0.992896787588   
 8   905.7016045 0.988426449885   
 8   905.7220388 0.990170546509   
 8   905.7424732 0.996073593488   
 8   905.7629078 0.997926753993   
 8   905.7833421 0.998607976108   
 8   905.8037765 0.999207471502   
 8   905.8242111 0.998518845573   
 8   905.8446454 0.998873231997   
 8   905.8650799 0.999086234042   
 8   905.8855144 0.999019955665   
 8   905.9059487 0.998576438706   
 8   905.9263832 0.999140125268   
 9   906.8663346 1.00131272572    
 9   906.8867690 1.00130095013    
 9   906.9072035 1.00194852335    
 9   906.9276378 1.00198502768    
 9   906.9480722 1.00126570748    
 9   906.9685068 1.00203347581    
 9   906.9889411 1.00263167568    
 9   907.0093755 1.00145849067    
 9   907.0298100 1.00107351306    
 9   907.0502444 1.00139961273    
 9   907.0706788 1.00125679168    
 9   907.0911133 1.00116864299    
 9   907.1115476 1.00118411948    
 9   907.1319820 1.0005161072     
 9   907.1524166 1.00059155507    
 9   907.1728510 1.00114837216    
 9   907.1932854 1.00077559069    
 9   907.2137198 1.00148279885    
 9   907.2341542 1.00003128942    
 9   907.2545888 0.999753806101   
 9   907.2750231 1.00168903986    
 9   907.2954575 1.00053452758    
 9   907.3158920 1.00081512302    
 9   907.3363263 1.00102346681    
 9   907.3567608 1.00034889385    
 9   907.3771953 1.00044747234    
 9   907.3976296 1.00076549733    
 9   907.4180641 1.00050601383    
 9   907.4384984 0.999695685164   
 9   907.4589328 1.00041534181    
 9   907.4793674 0.999735301606   
 9   907.4998017 0.999961897562   
 9   907.5202361 0.999993018759   
 9   907.5406706 1.00058045237    
 9   907.5611049 0.999684246021   
 9   907.5815393 1.00093506579    
 9   907.6019739 1.00068718967    
 9   907.6224082 1.00027941788    
 9   907.6428427 0.999880982451   
 9   907.6632771 0.999969972251   
 9   907.6837115 1.0001401295     
 9   907.7041459 0.999858440611   
 9   907.7245804 1.00033804348    
 9   907.7450148 1.00000513079    
 9   907.7654492 0.999329884937   
 9   907.7858836 0.999518799011   
 9   907.8063180 1.00003717721    
 9   907.8267525 0.99938211808    
 9   907.8471868 0.999488939485   
 9   907.8676213 0.999655059386   
 9   907.8880558 1.00045066857    
 9   907.9084901 0.999666498528   
 9   907.9289246 0.999984439402   
 9   907.9493590 0.999460005183   
 9   907.9697933 1.00001539238    
 9   907.9902278 0.999251577277   
 9   908.0106622 0.999976953492   
 9   908.0310966 0.999437799789   
 9   908.0515311 0.999435444671   
 9   908.0719655 0.999082849924   
 9   908.0923999 0.999772983487   
 9   908.1128343 0.999267726655   
 9   908.1332686 1.00024930602    
 9   908.1537031 0.999534443721   
 9   908.1741375 0.99925553051    
 9   908.1945719 0.999968542358   
 9   908.2150064 0.99937648262    
 9   908.2558752 0.998932879401   
 9   908.2763096 0.998329632855   
 9   908.2967440 0.998786946222   
 9   908.3171784 0.999115653348   
 9   908.3376129 0.998833880351   
 9   908.3580472 0.999466313534   
 9   908.3784817 0.999153587563   
 9   908.3989161 0.998697704088   
 9   908.4193505 0.998776936973   
 9   908.4397850 0.99922609154    
 9   908.4602194 1.0006162838     
 9   908.4806537 0.999160737027   
 9   908.5010882 0.998596013476   
 9   908.5215226 0.999338800739   
 9   908.5419569 0.999299688965   
 9   908.5623914 0.998518715152   
 9   908.5828258 0.999423669083   
 9   908.6032603 0.999063840761   
 9   908.6236946 0.998670452014   
 9   908.6441290 0.999388005874   
 9   908.6645635 0.999144082982   
 9   908.6849978 0.998497098537   
 9   908.7054323 0.998180251111   
 9   908.7258668 0.991164524056   
 9   908.7463011 0.987889312502   
 9   908.7667355 0.988513418661   
 9   908.7871699 0.996801582101   
 9   908.8076043 0.998275549262   
 9   908.8280388 0.998031458147   
 9   908.8484732 0.998677937923   
 9   908.8689075 0.998153335482   
 9   908.8893420 0.998490621964   
 9   908.9097764 0.998355875594   
 9   908.9302107 0.9985079489     
 9   908.9710796 0.999036504575   
 9   908.9915139 0.999148456771   
 9   909.0119484 0.998367398847   
 9   909.0323828 0.997258643134   
 9   909.0528173 0.997980654896   
 9   909.0732516 0.998483724834   
 9   909.0936860 0.999031289672   
 9   909.1141205 0.998081252061   
 9   909.1345548 0.998851880179   
 9   909.1549892 0.998619312317   
 9   909.1754237 0.998282194058   
 9   909.1958580 0.998033813264   
 9   909.2162924 0.999693498269   
 9   909.2367269 0.998492472413   
 9   909.2571612 0.997964253184   
 9   909.2775957 0.997932879654   
 9   909.2980301 0.99758676148    
 9   909.3184645 0.999164774372   
 9   909.3388989 0.998064177459   
 9   909.3593333 0.998939860643   
 9   909.3797677 0.998880057478   
 9   909.4002021 0.998188746357   
 9   909.4206365 0.999055345516   
 9   909.4410709 0.998473295027   
 9   909.4615053 0.99856119138    
 9   909.4819397 0.998485827617   
 9   909.5023742 0.997843301074   
 9   909.5228085 0.997698040786   
 9   909.5432429 0.997768189646   
 9   909.5636774 0.99727403551    
 9   909.5841117 0.996971234678   
 9   909.6045461 0.997338717132   
 9   909.6249806 0.998085121183   
 9   909.6454149 0.997768862536   
 9   909.6658493 0.997125999548   
 9   909.6862838 0.998157793383   
 9   909.7067181 0.997631004046   
 9   909.7271526 0.997852721544   
 9   909.7475870 0.997887207195   
 9   909.7680213 0.999044747486   
 9   909.7884558 0.998221129223   
 9   909.8088902 0.99787753439    
 9   909.8293245 0.998537135536   
 9   909.8497590 0.998156027044   
 9   909.8701934 0.998648078396   
 9   909.8906278 0.99804230851    
 9   909.9110622 0.998221129223   
 9   909.9314966 0.998232988923   
 9   909.9519310 0.99792514141    
 9   909.9927997 0.998992262009   
 9   910.0132342 0.99900740205    
 9   910.0336686 0.998771469736   
 9   910.0541029 0.998181933338   
 9   910.0745374 0.999008159053   
 9   910.0949718 0.998748843784   
 9   910.1154061 0.998938346638   
 9   910.1358406 0.998631760796   
 9   910.1562749 0.998736899974   
 9   910.1767094 0.997869207368   
 9   910.1971438 0.998511733911   
 9   910.2175781 0.998746993335   
 9   910.2380125 0.998775927637   
 9   910.2584469 0.998457482095   
 9   910.2788812 0.999297586181   
 9   910.2993157 0.999307258985   
 9   910.3197501 0.999696526277   
 9   910.3401845 0.999074018233   
 9   910.3606189 0.999035999907   
 9   910.3810533 0.998957692247   
 9   910.4014878 0.999001009588   
 9   910.4219221 0.999164942594   
 9   910.4423564 0.998818908533   
 9   910.4627909 0.999222390641   
 9   910.4832253 0.999430902659   
 9   910.5036596 0.998739507425   
 9   910.5240941 0.999104130094   
 9   910.5445285 0.998900496534   
 9   910.5649628 0.998830515898   
 9   910.5853973 0.999268231323   
 9   910.6058317 0.999582218963   
 9   910.6262661 0.999484145138   
 9   910.6467004 0.99933947363    
 9   910.6671348 0.999192951671   
 9   910.6875693 1.00001421482    
 9   910.7080036 1.00002758852    
 9   910.7284380 0.99933947363    
 9   910.7488724 0.999563041577   
 9   910.7693068 0.999736647388   
 9   910.7897411 0.999458659401   
 9   910.8101755 0.999651526709   
 9   910.8306099 0.999702498183   
 9   910.8510444 0.999892253371   
 9   910.8714787 0.999805282243   
 9   910.8919131 1.00009731682    
 9   910.9123476 0.999735806274   
 9   910.9327818 0.999844057572   
 9   910.9532162 0.999017243077   
 9   910.9736507 1.00061014368    
 9   910.9940850 0.99950307019    
 9   911.0145194 1.00081150623    
 9   911.0349539 1.0000348221     
 9   911.0553882 0.9999110102     
 9   911.0758226 1.00040541667    
 9   911.0962570 0.99939086566    
 9   911.1166914 0.999995373876   
 9   911.1371258 0.999862309733   
 9   911.1575602 0.999741862291   
 9   911.1779945 1.00004802758    
 9   911.1984290 1.00113541901    
 9   911.2188633 1.00105542912    
 9   911.2392977 0.999677433003   
 9   911.2597322 1.00027866088    
 9   911.2801665 1.00028345522    
 9   911.3006009 1.00099385962    
 9   911.3210353 1.00113474612    
 9   911.3414696 1.00026284794    
 9   911.3619041 1.00036756657    
 9   911.3823385 0.999779964729   
 9   911.4027727 1.00035755732    
 9   911.4232072 1.0004902009     
 9   911.4436415 1.00152880776    
 9   911.4640759 1.00045436947    
 9   911.4845103 1.00018025061    
 9   911.5049446 0.999916982105   
 9   911.5253791 1.00067903087    
 9   911.5458135 1.00136983732    
 9   911.5662479 1.00008848513    
 9   911.5866822 0.999494743167   
 9   911.6071166 1.00056320955    
 9   911.6275510 1.00013474637    
 9   911.6479854 1.00034695929    
 9   911.6684198 1.00033358558    
 9   911.6888541 1.00104903666    
 9   911.7092886 1.00040911757    
 9   911.7297229 1.00089931847    
 9   911.7501574 0.999421482188   
 9   911.7705917 0.992611827922   
 9   911.7910260 0.989182103832   
 9   911.8114605 0.992816975486   
 9   911.8318949 1.0005494994     
 9   911.8523291 1.00011085875    
 9   911.8727636 1.00020001677    
 9   911.8931980 1.00111338184    
 9   911.9136323 1.00053520047    
 9   911.9545011 1.00067995609    
 9   911.9749356 1.00116191408    
 9   911.9953699 1.00100815855    
 9   912.0158042 1.00058676072    
 9   912.0362387 1.00121978268    
 9   912.0566730 1.00148044373    
 9   912.0771073 1.00131213694    
 9   912.0975417 1.00084876755    
 9   912.1179761 1.00045411714    
 9   912.1384105 1.00144974309    
 9   912.1588448 1.00102094347    
 9   912.1792792 1.00130473514    
 9   912.1997137 1.00089292601    
 9   912.2201481 1.0008602067     
 9   912.2405823 1.00071553519    
 9   912.2610168 1.00092665466    
 9   912.2814512 1.00094389748    
 9   912.3018854 1.00057649914    
 9   912.3223199 1.000768273      
 9   912.3427543 0.999963916234   
 9   912.3631885 1.0009596263     
 9   912.3836230 1.00170216123    
 9   912.4040574 1.00119925952    
 9   912.4244919 1.00088064575    
 9   912.4449261 1.00102733593    
 9   912.4653605 1.00078198315    
 9   912.4857950 1.00106955983    
 9   912.5062292 1.00159550805    
 9   912.5266636 1.00105576557    
 9   912.5470981 1.00059163918    
 9   912.5675323 1.00122810971    
 9   912.5879667 1.00114694226    
 9   912.6084012 1.0013155855     
 9   912.6288354 1.00101623324    
 9   912.6492699 1.0015988725     
 9   912.6697043 1.00217957721    
 9   912.6901386 1.00061830248    
 9   912.7105730 1.00065976937    
 9   912.7310074 1.00052199499    
 9   912.7514417 1.0011242322     
 9   912.7718761 1.00101438279    
 9   912.7923105 1.001011523      
 9   912.8127447 1.00271772158    
 9   912.8331792 1.0007037596     
 9   912.8536136 1.00049634103    
 9   912.8740479 1.0010322985     
 9   912.8944823 1.0018027584     
 9   912.9149167 1.00194356078    
 9   912.9353511 1.00156665786    
 9   912.9557854 1.00077988037    
 9   912.9762198 1.00079417929    
 9   912.9966542 1.00141559389    
 9   913.0170885 1.00059163918    
 9   913.0375228 1.00075414229    
 9   913.0579573 1.00064538633    
 9   913.0783916 1.00131087527    
 9   913.0988260 1.00066885339    
 9   913.1192604 1.00095104695    
 9   913.1396947 1.00116191408    
 9   913.1601291 1.00102119581    
 9   913.1805635 1.00133299655    
 9   913.2009978 1.00149810712    
 9   913.2214322 1.00082059025    
 9   913.2418666 1.00063218085    
 9   913.2623009 1.00042013615    
 9   913.2827353 1.00071318007    
 9   913.3031696 1.00155589161    
 9   913.3236041 1.00112044719    
 9   913.3440384 1.00104054141    
 9   913.3644727 1.00101026133    
 9   913.3849071 1.00079502041    
 9   913.4053415 1.00063091918    
 9   913.4257758 1.0011694841     
 9   913.4462103 1.00089814091    
 9   913.4666445 1.00085827214    
 9   913.4870789 1.00076776833    
 9   913.5075133 1.00022129694    
 9   913.5279476 1.00015215742    
 9   913.5483821 1.00020304478    
 9   913.5688164 1.00052115388    
 9   913.5892507 1.00124392264    
 9   913.6096851 1.00133156666    
 9   913.6301195 1.00076431977    
 9   913.6505537 1.00063579764    
 9   913.6709882 1.00201143864    
 9   913.6914226 1.0007126754     
 9   913.7118568 1.00121364256    
 9   913.7322913 1.00209773687    
 9   913.7527256 1.00117697001    
 9   913.7731601 1.00073160045    
 9   913.7935943 1.00151846206    
 9   913.8140287 1.00127369806    
 9   913.8344631 1.00035755732    
 9   913.8548974 1.00077331968    
 9   913.8753318 1.00203591504    
 9   913.8957662 1.00106955983    
 9   913.9162006 1.00140861265    
 9   913.9366348 1.00096828977    
 9   913.9570693 1.00103086861    
 9   913.9775036 1.00057002257    
 9   913.9979379 1.00062747061    
 9   914.0183723 1.00073874992    
 9   914.0388067 1.00071376885    
 9   914.0592410 1.00116443742    
 9   914.0796754 1.00083043128    
 9   914.1001096 1.00097459812    
 9   914.1205441 1.00110900805    
 9   914.1409784 1.00074329193    
 9   914.1614127 1.00105997113    
 9   914.1818471 1.00077979625    
 9   914.2022815 1.00011691477    
 9   914.2227157 1.00028185711    
 9   914.2431502 1.00144562164    
 9   914.2635845 1.00088644944    
 9   914.2840190 1.00068180654    
 9   914.3044532 1.00111910141    
 9   914.3248876 0.999830936202   
 9   914.3453220 1.0000741862     
 9   914.3657563 1.00077508602    
 9   914.3861906 1.00097930836    
 9   914.4066251 1.00086180481    
 9   914.4270594 1.00073521724    
 9   914.4474937 1.00132130507    
 9   914.4679281 1.0006674235     
 9   914.4883625 1.0003789216     
 9   914.5087968 1.00119101661    
 9   914.5292312 1.00000168223    
 9   914.5496655 1.00053040612    
 9   914.5701000 1.0013133145     
 9   914.5905342 1.00191210314    
 9   914.6109686 1.00056102265    
 9   914.6314030 1.00076322632    
 9   914.6518373 1.00136874387    
 9   914.6722716 1.00116603554    
 9   914.6927061 1.00133594045    
 9   914.7131403 1.00058011593    
 9   914.7335747 1.00086188892    
 9   914.7540090 1.0003559592     
 9   914.7744433 1.00095188806    
 9   914.7948778 0.999027336439   
 9   914.8153120 0.990076123288   
 9   914.8357464 0.989514680079   
 9   914.8561808 0.993543865705   
 9   914.8766151 1.00092312198    
 9   914.8970494 1.00051871465    
 9   914.9379182 1.00052006043    
 9   914.9583525 1.00019682054    
 9   914.9787869 1.00098511204    
 9   914.9992212 1.00075927309    
 9   915.0196556 1.00113735357    
 9   915.0400899 1.00051526608    
 9   915.0605242 1.00018176461    
 9   915.0809587 1.00172882453    
 9   915.1013929 1.00043729487    
 9   915.1218273 1.00066422727    
 9   915.1422617 1.00056977023    
 9   915.1626959 1.00008184034    
 9   915.1831303 1.00035545453    
 9   915.2035647 1.00019211031    
 9   915.2239990 1.00020153078    
 9   915.2444334 1.00039818309    
 9   915.2648677 1.00083186117    
 9   915.2853020 1.00157380732    
 9   915.3057364 1.00047960287    
 9   915.3261708 1.00132954799    
 9   915.3466050 0.99962528397    
 9   915.3670394 1.00045201435    
 9   915.3874738 1.00047581786    
 9   915.4079080 1.00056295721    
 9   915.4283425 1.00085600113    
 9   915.4487768 1.00036268811    
 9   915.4692111 1.00048254677    
 9   915.4896455 1.00117141866    
 9   915.5100798 1.00108957833    
 9   915.5305141 1.00075187129    
 9   915.5509485 1.00115442817    
 9   915.5713828 1.00089595402    
 9   915.5918173 1.00043468742    
 9   915.6326858 1.00131533317    
 9   915.6531203 1.0002773151     
 9   915.6735545 1.00064210599    
 9   915.6939889 1.0006199847     
 9   915.7144233 1.00049844381    
 9   915.7348575 1.00100597165    
 9   915.7552919 1.00132736109    
 9   915.7757263 1.00094129003    
 9   915.7961605 1.00096862622    
 9   915.8165949 1.00136201496    
 9   915.8370293 1.00091866408    
 9   915.8574635 1.00093683213    
 9   915.8778979 1.00167053537    
 9   915.8983323 1.00060156432    
 9   915.9187667 1.00176684285    
 9   915.9392009 1.00134906182    
 9   915.9596353 1.00112978355    
 9   915.9800697 1.00117873635    
 9   916.0005039 1.00183413193    
 9   916.0209383 1.00067272252    
 9   916.0413727 1.00182664602    
 9   916.0618069 1.00195525226    
 9   916.0822413 1.00183270204    
 9   916.1026756 1.00226015588    
 9   916.1231099 1.00197308387    
 9   916.1435442 1.00168651652    
 9   916.1639787 1.00107645696    
 9   916.1844129 1.00181587977    
 9   916.2048473 1.00195079436    
 9   916.2252817 1.00095028994    
 9   916.2457159 1.00155244304    
 9   916.2661503 1.00150349024    
 9   916.2865847 1.00154411602    
 9   916.3070189 1.00087383273    
 9   916.3274533 1.00176743163    
 9   916.3478876 1.00184380473    
 9   916.3683219 1.00151972373    
 9   916.3887563 1.00087097295    
 9   916.4091906 1.00176002984    
 9   916.4296250 1.00228648273    
 9   916.4500593 1.0013133145     
 9   916.4704936 1.00197905577    
 9   916.4909280 1.00137177188    
 9   916.5113623 1.00190629946    
 9   916.5317966 1.00277399207    
 9   916.5522310 1.00110564359    
 9   916.5726652 1.00141382755    
 9   916.5930996 1.00275069322    
 9   916.6135340 1.00178475857    
 9   916.6339683 1.00142812648    
 9   916.6544026 1.00247077068    
 9   916.6748370 1.00120783887    
 9   916.6952713 1.00166153545    
 9   916.7157056 1.00214534389    
 9   916.7361399 1.00051602308    
 9   916.7565743 1.00067726453    
 9   916.7770086 1.00207023247    
 9   916.7974429 1.00123643673    
 9   916.8178771 1.00216107272    
 9   916.8383115 1.00114105447    
 9   916.8587459 1.00139574361    
 9   916.8791801 1.00084792644    
 9   916.8996145 1.00152064896    
 9   916.9200488 1.00119858663    
 9   916.9404833 1.00213827854    
 9   916.9609175 1.00031045496    
 9   916.9813518 1.00158877914    
 9   917.0017862 1.00135848229    
 9   917.0222204 1.0003136512     
 9   917.0426548 1.00161418077    
 9   917.0630892 1.00119522217    
 9   917.0835235 1.00085137501    
 9   917.1039577 1.00101833602    
 9   917.1243921 1.00123071716    
 9   917.1448265 1.00056766745    
 9   917.1652608 1.0180143785     
 9   917.1856951 1.00144200485    
 9   917.2061294 1.00118226903    
 9   917.2265638 1.00120666132    
 9   917.2469980 1.00022365206    
 9   917.2674324 1.00067347952    
 9   917.2878668 1.00087526263    
 9   917.3083010 1.00039372519    
 9   917.3287353 1.00119530628    
 9   917.3491696 1.00103902741    
 9   917.3696040 1.00075868431    
 9   917.3900384 1.00078930084    
 9   917.4104727 1.00082336593    
 9   917.4309069 1.00113659657    
 9   917.4513413 1.00095979453    
 9   917.4717755 1.00053419113    
 9   917.4922098 1.00159323704    
 9   917.5126443 1.00069871292    
 9   917.5330785 1.0010226257     
 9   917.5535128 1.00024610979    
 9   917.5739472 1.00061493802    
 9   917.5943814 0.99995802844    
 9   917.6148157 1.00069391857    
 9   917.6352502 0.999883842236   
 9   917.6556845 1.00082807616    
 9   917.6761188 1.00142711714    
 9   917.6965531 1.00029110936    
 9   917.7169874 1.00118571759    
 9   917.7374217 1.00095525251    
 9   917.7578560 0.99981074948    
 9   917.7782903 0.999923038122   
 9   917.7987248 0.999681302124   
 9   917.8191590 0.998750862457   
 9   917.8600277 0.99024106563    
 9   917.8804619 0.989899994137   
 9   917.9213306 1.00123795073    
 9   917.9417648 1.00035528631    
 9   917.9621992 0.999800235562   
 9   917.9826336 0.999775170382   
 9   918.0030678 1.00023744632    
 9   918.0235022 1.00025006302    
 9   918.0439365 1.00126890371    
 9   918.0643707 1.00058120937    
 9   918.0848051 1.00064757322    
 9   918.1052393 1.00213516642    
 9   918.1256737 0.999997897216   
 9   918.1461080 1.00060896612    
 9   918.1665423 1.00074791806    
 9   918.1869766 1.00079064662    
 9   918.2074109 1.00061577914    
 9   918.2278453 1.00000168223    
 9   918.2482796 1.00063890976    
 9   918.2687139 0.999978215162   
 9   918.2891482 1.00003650432    
 9   918.3095826 0.998870552897   
 9   918.3300168 0.999835478215   
 9   918.3504511 0.999129111163   
 9   918.3708855 0.998949365224   
 9   918.3913197 1.00067322718    
 9   918.4117541 1.00008646646    
 9   918.4321884 0.999634199773   
 9   918.4526226 1.00007174697    
 9   918.4730570 1.00027117497    
 9   918.4934913 1.00000849525    
 9   918.5139255 0.999983514177   
 9   918.5343599 0.998915384242   
 9   918.5547942 1.00058331216    
 9   918.5752284 1.00004827991    
 9   918.5956628 1.00015661532    
 9   918.6160971 0.999370678938   
 9   918.6365315 0.999056018406   
 9   918.6569657 0.998626041225   
 9   918.6774000 0.998715283359   
 9   918.6978345 1.00069946992    
 9   918.7182687 0.999368996711   
 9   918.7387030 0.998346539235   
 9   918.7591373 0.998626041225   
 9   918.7795716 0.9998501977     
 9   918.8000059 0.998518715152   
 9   918.8204402 0.999207166488   
 9   918.8408745 0.999403818806   
 9   918.8613088 0.999161830475   
 9   918.8817432 0.999452603385   
 9   918.9021774 0.998849861506   
 9   918.9226118 0.999013205733   
 9   918.9430461 0.998950122226   
 9   918.9634803 0.998855496966   
 9   918.9839147 0.999538733399   
 9   919.0043490 0.998308520908   
 9   919.0247831 0.999577424617   
 9   919.0452175 0.999221885973   
 9   919.0656518 0.999358987461   
 9   919.0860860 0.998072840927   
 9   919.1065204 0.998078560498   
 9   919.1269547 0.998718395479   
 9   919.1473891 0.998992430232   
 9   919.1678233 0.999363781807   
 9   919.1882576 0.998683573383   
 9   919.2086920 0.999263352865   
 9   919.2291262 0.998557742815   
 9   919.2495605 0.998244428065   
 9   919.2699949 0.999256539846   
 9   919.2904292 0.998799058256   
 9   919.3108634 0.998174699762   
 9   919.3312978 0.99987088909    
 9   919.3517321 0.999072504229   
 9   919.3721663 0.998605433946   
 9   919.3926007 0.998169148414   
 9   919.4130349 0.998549836349   
 9   919.4334693 0.9991427372     
 9   919.4539036 0.997547481484   
 9   919.4743377 0.999224661647   
 9   919.4947721 0.99840642651    
 9   919.5152064 0.999006224492   
 9   919.5356406 0.999158718355   
 9   919.5560750 0.999177475184   
 9   919.5765093 0.99891025345    
 9   919.5969435 0.998255110206   
 9   919.6173779 0.99881815153    
 9   919.6378122 0.998634284136   
 9   919.6582466 0.998064682127   
 9   919.6786808 0.998027084357   
 9   919.6991151 0.99785431966    
 9   919.7195494 0.998585331335   
 9   919.7399836 0.999368492043   
 9   919.7604179 0.998003196736   
 9   919.7808523 0.99794768325    
 9   919.8012866 0.998175540876   
 9   919.8217208 0.997715031277   
 9   919.8421552 0.997379174688   
 9   919.8625895 0.998281437056   
 9   919.8830237 0.99760492953    
 9   919.9034580 0.997565817756   
 9   919.9238923 0.998840188702   
 9   919.9443267 0.998327530071   
 9   919.9647609 0.998709311454   
 9   919.9851952 0.997249979666   
 9   920.0056295 0.998591135018   
 9   920.0260638 0.998041383285   
 9   920.0464981 0.998101354672   
 9   920.0669323 0.998392884584   
 9   920.0873666 0.997946337468   
 9   920.1078009 0.997877870836   
 9   920.1282352 0.997776264334   
 9   920.1486695 0.997425015369   
 9   920.1691039 0.996966776777   
 9   920.1895381 0.99740314642    
 9   920.2099723 0.997847170196   
 9   920.2304067 0.997952982264   
 9   920.2508409 0.998646816726   
 9   920.2712752 0.998100261225   
 9   920.2917096 0.998179325886   
 9   920.3121439 0.997716629393   
 9   920.3325780 0.998201867726   
 9   920.3530124 0.997985785688   
 9   920.3734467 0.997626377923   
 9   920.3938809 0.998414837645   
 9   920.4143153 0.998047775747   
 9   920.4347496 0.997581041909   
 9   920.4551838 0.997660527127   
 9   920.4756181 0.998534948641   
 9   920.4960524 0.997503238918   
 9   920.5164868 0.997571873773   
 9   920.5369210 0.998274371703   
 9   920.5573552 0.998305829345   
 9   920.5777896 0.998263857785   
 9   920.5982238 0.999158213687   
 9   920.6186581 0.99903936436    
 9   920.6390925 0.998872739792   
 9   920.6595266 0.99737370745    
 9   920.6799609 0.998635461695   
 9   920.7003953 0.998833039238   
 9   920.7208295 0.99808554174    
 9   920.7412638 0.998241736502   
 9   920.7616981 0.997416688346   
 9   920.7821323 0.998162083061   
 9   920.8025667 0.998318782492   
 9   920.8230009 0.997921608734   
 9   920.8434351 1.00004853224    
 9   920.8638695 0.998206998518   
 9   920.9047380 0.98739852282    
 9   920.9251723 0.988179076076   
 9   920.9456066 0.994439483277   
 9   920.9660409 0.998272857699   
 9   920.9864752 0.998385146341   
 9   921.0069094 0.998094036985   
 9   921.0273438 0.998669695011   
 9   921.0477780 0.998568172621   
 9   921.0682123 0.998144083234   
 9   921.0886466 0.998367819404   
 9   921.1090808 0.998446968177   
 9   921.1295151 0.998521490826   
 9   921.1499495 0.999356800566   
 9   921.1703836 0.998878459363   
 9   921.1908179 0.998884767713   
 9   921.2112523 0.999199007688   
 9   921.2316865 0.99895037456    
 9   921.2521208 0.999704096298   
 9   921.2725551 0.999315586008   
 9   921.2929893 0.999385314311   
 9   921.3134236 0.998863908101   
 9   921.3338579 0.999465556532   
 9   921.3542922 0.999140382083   
 9   921.3747265 0.999850786479   
 9   921.3951607 0.999050130612   
 9   921.4155949 0.999939523945   
 9   921.4360293 0.999591050654   
 9   921.4564635 0.998470014685   
 9   921.4768978 0.999496257171   
 9   921.4973321 0.999409958934   
 9   921.5177663 0.998740012094   
 9   921.5382007 0.999186559209   
 9   921.5586349 0.99962713442    
 9   921.5790691 0.998756245583   
 9   921.5995035 0.997746152474   
 9   921.6199377 0.999584574081   
 9   921.6403720 0.99966220885    
 9   921.6608063 1.00043207996    
 9   921.6812405 0.999092775063   
 9   921.7016748 0.999901337396   
 9   921.7221091 0.998835394356   
 9   921.7425433 0.999905290629   
 9   921.7629777 0.999788459974   
 9   921.7834119 0.999083270481   
 9   921.8038461 0.999136765295   
 9   921.8242805 1.00029825882    
 9   921.8447147 0.999930019363   
 9   921.8651490 0.99918033497    
 9   921.8855832 0.999222811198   
 9   921.9060175 0.999584321747   
 9   921.9264518 0.998706283445   
 9   921.9468860 0.999336529733   
 9   921.9673203 0.998998906805   
 9   921.9877546 0.998724199161   
 9   922.0081889 0.999054924959   
 9   922.0286231 0.999547480979   
 9   922.0490575 0.99932256725    
 9   922.0694916 0.999640424012   
 9   922.0899259 0.999011439395   
 9   922.1103602 0.999553957552   
 9   922.1307944 0.998917991694   
 9   922.1512287 0.999172596727   
 9   922.1716630 0.999021953313   
 9   922.1920972 0.999324249477   
 9   922.2125314 0.999772394708   
 9   922.2329658 0.998769535175   
 9   922.2534000 0.999177306962   
 9   922.2738343 0.998773488408   
 9   922.2942686 0.999437715677   
 9   922.3147027 0.99932761393    
 9   922.3351371 0.999534359609   
 9   922.3555714 0.999384809643   
 9   922.3760056 0.999759021005   
 9   922.3964399 0.999065186543   
 9   922.4168741 1.00036983757    
 9   922.4373084 1.00033114635    
